,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
131,2016,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,brown,42500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12646980,295000
132,2021,Mazda,CX-30,2.0,S,SUV,AT,20.0,25.0,blue,22500,2023-10-25,mazda-cx-30-s-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12798462,830000
133,2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,127500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12714600,383900
134,2017,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,gray,154705,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12814357?carsome=true,363900
135,2023,Mazda,CX-30,2.0,Carbon Edition,SUV,AT,20.0,25.0,gray,17500,2023-10-25,mazda-cx-30-carbon-edition-กรุงเทพและปริมณฑล-สุขุมวิท/12454068,960000
136,2014,Mazda,2,1.5,Elegance Maxx,Sedan,AT,9.0,14.0,red,17500,2023-10-25,mazda-2-elegance-maxx-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12832391,198000
137,2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,blue,153005,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12815077?carsome=true,357900
138,2021,Mazda,3,2.0,SP,Sedan,AT,19.0,24.0,white,32500,2023-10-25,mazda-3-sp-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12743588,849000
139,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,47500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12652824,880000
140,2019,Mazda,2,1.5,XD Sport High Plus L,Hatchback,AT,15.0,25.0,red,67500,2023-10-25,mazda-2-xd-sport-high-plus-l-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12697512,661900
141,2021,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,black,27500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12699512,450900
142,2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,black,22500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-พระราม3-สาทร-พระราม4/12707421,449000
143,2015,Mazda,2,1.5,XD Sport High Plus L,Hatchback,AT,15.0,25.0,white,72500,2023-10-25,mazda-2-xd-sport-high-plus-l-กรุงเทพและปริมณฑล-อำเภอบางพลี/12710342,298000
144,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,72500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12737685,350000
145,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,32500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12699543,418900
146,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,black,60000,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12755847,798000
147,2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,gray,80000,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11463743,478000
148,2017,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,black,110000,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11846085,558000
149,2021,Mazda,3,2.0,Sports 100th Anniversary Edition,Hatchback,AT,19.0,24.0,white,40000,2023-10-25,mazda-3-sports-100th-anniversary-edition-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12616899,838000
150,2018,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,white,130000,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12663364,548000
151,2015,Mazda,2,1.5,Elegance Maxx,Sedan,AT,9.0,14.0,black,150000,2023-10-25,mazda-2-elegance-maxx-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12755803,268000
152,2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,127500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12810157?auc=true,488000
153,2015,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,gray,132500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-อำเภอเมืองสมุทรปราการ/12481240,320000
154,2019,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,gray,67500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12370771,778900
155,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,red,132500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10767683,580000
156,2016,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,117500,2023-10-25,mazda-cx-3-s-ภาคตะวันตก-อำเภอหัวหิน/12420950,400000
157,2021,Mazda,2,1.3,C Sports,Hatchback,AT,15.0,25.0,black,12500,2023-10-25,mazda-2-c-sports-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12483514?carsome=true,460900
158,2017,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,blue,147500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12412496,397900
159,2019,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,2500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-สุขุมวิท/11927618?auc=true,399000
160,2021,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,black,27500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12760638,450900
161,2017,Mazda,2,1.5,XD High Plus L,Sedan,AT,15.0,25.0,red,37500,2023-10-25,mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12331227,361900
162,2017,Mazda,2,1.5,XD High Plus L,Sedan,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/11944138,379000
163,2020,Mazda,2,1.3,E,Sedan,AT,15.0,25.0,white,37500,2023-10-25,mazda-2-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12743405,404900
164,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,87500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12760898,421900
165,2013,Mazda,3,1.6,Spirit,Sedan,AT,11.0,14.0,gray,117500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10896540?auc=true,239000
166,2014,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,122500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12810244?auc=true,289000
167,2021,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,black,28527,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12699605?carsome=true,450900
168,2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,silver,122500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12633761,698000
169,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,black,122500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12781796,529000
170,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,47843,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12715242?carsome=true,421900
171,2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12534037?auc=true,429000
172,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,97500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12810166?auc=true,378000
173,2017,Mazda,3,2.0,C Sports,Hatchback,AT,14.0,18.0,black,132500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12439635?auc=true,439000
174,2013,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,black,197500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12202891?auc=true,234000
175,2014,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,black,217500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12851602?auc=true,399000
176,2020,Mazda,3,2.0,S Sports,Hatchback,AT,19.0,24.0,other,52500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-สุขุมวิท/12820696,748000
177,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,15537,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12800965?auc=true,829999
178,2019,Mazda,3,2.0,SP,Sedan,AT,19.0,24.0,black,37500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-อ่อนนุช/12582884,618000
179,2019,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,white,2500,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-อ่อนนุช/12561841,568000
180,2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,brown,66791,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10564471?auc=true,328000
181,2018,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,white,97500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12700982?auc=true,328000
182,2018,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,gray,2500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11272975?auc=true,568000
183,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,black,57500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12640448?auc=true,568000
184,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,77500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12777913?auc=true,568000
185,2014,Mazda,3,2.0,E Sports Hacthback,,AT,14.0,18.0,brown,237500,2023-10-25,mazda-3-e-sports-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12498844,400000
186,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,107500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12808561,393900
187,2002,Mazda,Fighter,2.5,DOUBLE CAB 4WD,Pickup,MT,,,gray,107500,2023-10-25,mazda-fighter-ภาคอีสาน-อำเภอเมืองหนองบัวลำภู/12393541,200000
188,2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,82500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12719790?auc=true,379000
189,2021,Mazda,CX-3,2.0,Comfort,SUV,AT,15.0,22.0,white,36619,2023-10-25,mazda-cx-3-comfort-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12696000?auc=true,688000
190,2019,Mazda,3,2.0,SP,Sedan,AT,19.0,24.0,black,62500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12403967,753900
191,2018,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,red,62500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12381277,394900
192,2022,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,white,62500,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12698898,599000
193,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,67500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12807382,393900
194,2020,Mazda,2,1.3,SP Sports,Hatchback,AT,15.0,25.0,gray,42500,2023-10-25,mazda-2-sp-sports-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12765344,488900
195,2015,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,silver,217500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12617235?auc=true,388000
196,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,72500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12762282,789000
197,2022,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,42500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12839763?auc=true,594000
198,2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,black,57083,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12830354,450400
199,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,92500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12721510,393900
200,2012,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,sky,102527,2023-10-25,mazda-2-elegance-groove-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12728858?auc=true,195000
201,2014,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,black,232500,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12390192,280000
202,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,17500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12808614,378900
203,2013,Mazda,3,2.0,Maxx Sports,Hatchback,AT,11.0,14.0,white,127500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12720751,321900
204,2015,Mazda,2,1.5,XD High Connect,Sedan,AT,15.0,25.0,gray,85524,2023-10-25,mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12392340,350000
205,2014,Mazda,3,1.6,Spirit Sports Plus,Hatchback,AT,11.0,14.0,white,137500,2023-10-25,mazda-3-spirit-sports-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12789794,289000
206,2014,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,white,152500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12810236?auc=true,388000
207,2015,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,87500,2023-10-25,mazda-3-s-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12732346,400000
208,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,67500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12807186,352900
